"name","track_id","album_id","composer","milliseconds","bytes","unit_price"
"Girassol",282,"26","Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido",249808,8327676,"0.99"
"The Number Of The Beast",1367,"109","Steve Harris",300434,12022107,"0.99"
"Hey, Johnny Park!",1022,"82","Dave, Taylor, Nate, Chris",248528,8079480,"0.99"
"Que País É Este",1692,"140","Renato Russo",177606,5822124,"0.99"
"Moby Dick",1634,"133","John Bonham, John Paul Jones, Jimmy Page",260728,8664210,"0.99"
"Mother",3255,"255",NULL,287740,4656660,"0.99"
"Tempo Rei",1115,"73","Gilberto Gil",302733,10019269,"0.99"
"By-Tor And The Snow Dog",2412,"196","Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush",519888,17076397,"0.99"
"Stranger In a Strange Land",2886,"229",NULL,2636428,505056021,"1.99"
"Afraid To Shoot Strangers",1258,"99","Steve Harris",416496,16664589,"0.99"
"The Negotiation",3217,"251",NULL,1767851,371663719,"1.99"
"Já Foi",292,"26","Bino Farias/Da Gama/Lazão/Toni Garrido",221544,7388466,"0.99"
"Koyaanisqatsi",3503,"347","Philip Glass",206005,3305164,"0.99"
"Comin' Home",745,"58","Bolin/Coverdale/Paice",235781,7644604,"0.99"
"Crackerman",2552,"206","Kretz/R. DeLeo/Weiland",194403,6317361,"0.99"
"Jean Pierre (Live)",617,"49","Miles Davis",243461,7955114,"0.99"
"Sunday Bloody Sunday",3008,"238","U2",282174,9269668,"0.99"
"To Live Is To Die",1900,"156","James Hetfield, Lars Ulrich and Cliff Burton",588564,19243795,"0.99"
"Childhoods End?",1753,"144","Kelly, Mosley, Rothery, Trewaves",272796,9015366,"0.99"
"Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)",744,"57",NULL,188473,6195854,"0.99"
"On The Run",2230,"183","Gilmour, Waters",214595,7206300,"0.99"
"Waiting On A Sign",2717,"219","The Tea Party",261903,8558590,"0.99"
"The Chase Is Better Than The Catch",1952,"160","Clarke/Kilmister/Taylor",258403,8393310,"0.99"
"Avisa",982,"78",NULL,355030,11844320,"0.99"
"Dance",1950,"160","Clarke/Kilmister/Taylor",158432,5155099,"0.99"
"Zambação",1062,"84",NULL,301113,10030604,"0.99"
"The Unforgiven",80,"9","Apocalyptica",322925,10422447,"0.99"
"When Love & Hate Collide",834,"67",NULL,257280,8364633,"0.99"
"Out Of Exile",100,"11","Cornell, Commerford, Morello, Wilk",291291,9506571,"0.99"
"Breed",2006,"164","Kurt Cobain",183928,5984812,"0.99"
"Jizzlobber",946,"75",NULL,398341,12926140,"0.99"
"Sucker Train Blues",3104,"246","Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",267859,8738780,"0.99"
"What Kate Did",2884,"231",NULL,2610250,484583988,"1.99"
"Another Round",1002,"80","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",265848,8752670,"0.99"
"Casino Night - Season Finale",3199,"250",NULL,1712791,327642458,"1.99"
"Pictures Of Home",781,"62","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",303777,9903835,"0.99"
"Ride The Lightning",1875,"154","Metallica",397740,13055884,"0.99"
"Naquele Dia",1538,"124","João Suplicy",251768,8452654,"0.99"
"Flip The Switch",2679,"217","Jagger/Richards",252421,8336591,"0.99"
"Red House",1481,"120","Jimi Hendrix",224130,7285851,"0.99"
"Corduroy",2149,"178","Pearl Jam & Eddie Vedder",305293,9991106,"0.99"
"Upon A Golden Horse",2115,"175","Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",232359,7594829,"0.99"
"Casa",1722,"142",NULL,307591,10107269,"0.99"
"Salve Nossa Senhora",2760,"222","Carlos Imperial/Edardo Araújo",115461,3827629,"0.99"
"Love Is a Losing Game",3460,"321",NULL,154386,2509409,"0.99"
"Jump Around (Pete Rock Remix)",3317,"258","E. Schrody/L. Muggerud",236120,9447101,"0.99"
"Cuando A Noite Vai Chegando",1537,"124","João Suplicy",270628,9081874,"0.99"
"Your Blue Room",2127,"176","Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",328228,10867860,"0.99"
"Brasil",1923,"158","Milton Nascimento, Fernando Brant",155428,5252560,"0.99"
"October Song",3474,"322","Matt Rowe & Stefan Skarbek",204846,3358125,"0.99"
"Bonzo's Montreux",1593,"128","John Bonham",258925,8557447,"0.99"
"Arms Around Your Love",3377,"270","Chris Cornell",214016,3516224,"0.99"
"Do No Harm",2915,"230",NULL,2618487,212039309,"1.99"
"The Wicker Man",1235,"97","Adrian Smith/Bruce Dickinson/Steve Harris",275539,11022464,"0.99"
"Knockin' On Heaven's Door",1177,"92","Bob Dylan",336457,10986716,"0.99"
"Fixxxer",1873,"153","Hetfield, Ulrich, Hammett",496065,16190041,"0.99"
"The Edge Of Darkness",1403,"113","Blaze Bayley/Janick Gers/Steve Harris",399333,15974528,"0.99"
"Caralho Voador",955,"76","Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",242102,8029054,"0.99"
"...In Translation",2906,"230",NULL,2604575,215441983,"1.99"
"Homem Primata",2798,"224","Titãs",195500,6486470,"0.99"
"Malpractice",941,"75",NULL,241371,7900683,"0.99"
"Fire In Space",3239,"253",NULL,2926593,536784757,"1.99"
"All I Want Is You",3003,"237","Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",390243,12729820,"0.99"
"Aquarela (Toquinho)",665,"53",NULL,259944,8480140,"0.99"
"I Don't Know",2094,"171","B. Daisley, O. Osbourne & R. Rhoads",312980,5525339,"0.99"
"Poor Twisted Me",1847,"151","James Hetfield, Lars Ulrich",240065,7854349,"0.99"
"Ponto De Interrogação",513,"41",NULL,180950,5946265,"0.99"
"White Rabbit",2871,"230",NULL,2571965,201654606,"1.99"
"The Right Thing",2436,"141","Mick Hucknall",262687,8624063,"0.99"
"Fear Of The Dark",1267,"99","Steve Harris",436976,17483789,"0.99"
"Jeito Faceiro",2039,"166",NULL,217286,7233608,"0.99"
"Get Down, Make Love",2277,"186","Mercury",231235,7509333,"0.99"
"Cold Sweat",1421,"115","Alfred Ellis/James Brown",172408,5643213,"0.99"
"Dance Of Death",1249,"98","Janick Gers/Steve Harris",516649,20670727,"0.99"
"Lamento Sertanejo",1085,"85","Dominguinhos/Gilberto Gil",260963,8518290,"0.99"
"My Lovely Man",2372,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",279118,9220114,"0.99"
"Why Can't This Be Love",3072,"243","Van Halen",227761,7457655,"0.99"
"I'm Gonna Crawl",1609,"130","Jimmy Page, Robert Plant & John Paul Jones",329639,10737665,"0.99"
"Tonight, Tonight",2498,"202","Billy Corgan",255686,8351543,"0.99"
"Enslaved",1970,"162","Mick Mars/Nikki Sixx/Tommy Lee",269844,8789966,"0.99"
"2 Minutes To Midnight",1289,"102","Smith/Dickinson",366550,8799380,"0.99"
"Lick It Up",817,"66","roger glover",240274,7792604,"0.99"
"Angel",36,"5","Steven Tyler, Desmond Child",307617,9989331,"0.99"
"Esporrei Na Manivela",2340,"191","Rodolfo",293276,9618499,"0.99"
"Bichos Escrotos (Vinheta)",2795,"224","Titãs",104986,3503755,"0.99"
"Miserere mei, Deus",3404,"273","Gregorio Allegri",501503,8285941,"0.99"
"Every Breath You Take",2659,"215","G M Sumner",254615,8364520,"0.99"
"Senhor Delegado/Eu Não Aguento",2818,"225","Antonio Lopes",156656,5277983,"0.99"
"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, Moonlight: I. Adagio sostenuto",3437,"304","Ludwig van Beethoven",391000,6318740,"0.99"
"String Quartet No. 12 in C Minor, D. 703 Quartettsatz: II. Andante - Allegro assai",3500,"344","Franz Schubert",139200,2283131,"0.99"
"Cold Hard Bitch",1474,"119","C. Cester/C. Muncey/N. Cester",243278,7929610,"0.99"
"24 Caprices, Op. 1, No. 24, for Solo Violin, in A Minor",3495,"339","Niccolò Paganini",265541,4371533,"0.99"
"Preto Damião",2460,"199","Chico Amaral/Samuel Rosa",264568,8697658,"0.99"
"We Die Young",51,"7","Jerry Cantrell",152084,4925362,"0.99"
"The Last Time",2688,"217","Jagger/Richards",287294,9498758,"0.99"
"Stars",2441,"141","Mick Hucknall",248137,8194906,"0.99"
"Sheer Heart Attack",2273,"186","Taylor",207386,6642685,"0.99"
"Near Wild Heaven",2312,"187","Bill Berry/Michael Stipe/Mike Mills/Peter Buck",199862,6610009,"0.99"
"King Of Pain",2660,"215","G M Sumner",300512,9880303,"0.99"
"Perplexo",2086,"169",NULL,161175,5355013,"0.99"
"Gypsy",1193,"93","Kevin Robinson",330997,11083374,"0.99"
"Lodi",679,"54","J. C. Fogerty",191451,6260214,"0.99"
"Time",2231,"183","Mason, Waters, Wright, Gilmour",425195,13955426,"0.99"
"Fear Of The Dark",1314,"103",NULL,431542,10361452,"0.99"
"Stripsearch",924,"74","Jon Hudson/Mike Bordin/Mike Patton",270106,8861119,"0.99"
"Sun And Steel",1342,"106","Adrian Smith/Bruce Dickinson",206367,3306324,"0.99"
"Biruta",2243,"184",NULL,213263,7108200,"0.99"
"I Am",1130,"88","Sully Erna",239516,7803270,"0.99"
"Out of the Shadows",1206,"94",NULL,336896,5647303,"0.99"
"Vulcão Dub - Fui Eu",2044,"167","Bi Ribeira/Herbert Vianna/João Barone",287059,9495202,"0.99"
"Whole Lotta Love",345,"30","Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon",373394,12258175,"0.99"
"Live Together, Die Alone, Pt. 1",2922,"231",NULL,2478041,457364940,"1.99"
"Bullet The Blue Sky",3002,"237","Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",337005,10993607,"0.99"
"Broken City",3394,"271",NULL,228366,3728955,"0.99"
"The Rain Song",1596,"129","Jimmy Page/Jimmy Page & Robert Plant/Robert Plant",459180,15029875,"0.99"
"Before You Accuse Me",910,"73","Eugene McDaniel",224339,7456807,"0.99"
"She Sells Sanctuary",2621,"213",NULL,253727,8368634,"0.99"
"Rock And Roll All Nite",452,"37","Paul Stanley, Gene Simmons",173609,5735902,"0.99"
"Iron Man/Children of the Grave",3286,"256",NULL,552308,8858616,"0.99"
"Kayleigh",1746,"144","Kelly, Mosley, Rothery, Trewaves",234605,7716005,"0.99"
"Snowblind",161,"17","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,10813386,"0.99"
"Crazy Train",2095,"171","B. Daisley, O. Osbourne & R. Rhoads",295960,5255083,"0.99"
"Wherever I Lay My Hat",1773,"146",NULL,136986,4477321,"0.99"
"Can't Stop",2381,"194","Anthony Kiedis, Flea, John Frusciante, and Chad Smith",269400,8872479,"0.99"
"Right On Time",2404,"195","Red Hot Chili Peppers",112613,3722219,"0.99"
"Whole Lotta Love (Medley)",1585,"127","Arthur Crudup/Bernard Besman/Bukka White/Doc Pomus/John Bonham/John Lee Hooker/John Paul Jones/Mort Shuman/Robert Plant/Willie Dixon",825103,26742545,"0.99"
"Santo Antonio",405,"34","Vários",162716,5492069,"0.99"
"Innocent Exile",1282,"101","Di´Anno/Harris",232515,5584861,"0.99"
"Black Moon Creeping",2582,"210","Chris Robinson/Rich Robinson",359314,11740886,"0.99"
"Welcome Home (Sanitarium)",84,"9","Apocalyptica",350197,11406431,"0.99"
"É que Nessa Encarnação Eu Nasci Manga",333,"29","Lucina/Luli",196519,6568081,"0.99"
"Somethin' Else",346,"30","Bob Cochran/Sharon Sheeley",127869,4165650,"0.99"
"Tanto Tempo",394,"34","Vários",170292,5572240,"0.99"
"The Carpet",3191,"250",NULL,1264375,256477011,"1.99"
"Quem Me Cobrou?",2252,"184",NULL,121704,3947664,"0.99"
"2 A.M.",1404,"113","Blaze Bayley/Janick Gers/Steve Harris",337658,13511087,"0.99"
"Double Talkin' Jive",1166,"91",NULL,203637,3520862,"0.99"
"Too Late Too Late",1828,"149","Clarke/Kilmister/Tayler",192052,6276291,"0.99"
"Balanço",2777,"223",NULL,209737,6890327,"0.99"
"5.15",2746,"221","Pete Townshend",289619,9458549,"0.99"
"Digging The Grave",957,"76","Mike Bordin, Billy Gould, Mike Patton",185129,6109259,"0.99"
"A Festa Do Santo Reis",2771,"223",NULL,159791,5204995,"0.99"
"Comida",2781,"224","Titãs",322612,10786578,"0.99"
"Extraordinary Girl",1141,"89","Green Day",214021,6975177,"0.99"
"Four Walled World",3373,"269",NULL,414474,6964048,"0.99"
"Something Stupid",1037,"83","carson c. parks",158615,5210643,"0.99"
"Voodoo",175,"18",NULL,300721,9875962,"0.99"
"Right Next Door to Hell",1158,"91",NULL,182321,3175950,"0.99"
"Um Passeio No Mundo Livre",251,"24","Chico Science",240091,7984291,"0.99"
"The Call Of Ktulu",1881,"154","Metallica",534883,17486240,"0.99"
"Life During Wartime",2062,"167","Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth",259186,8543439,"0.99"
"Wild Hearted Son",2627,"213",NULL,266893,8670550,"0.99"
"Can't Get There From Here",2326,"190","R.E.M.",220630,7285936,"0.99"
"Always On The Run",1711,"141","Lenny Kravitz/Slash",232515,7593397,"0.99"
"Breaking The Girl",2360,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",295497,9805526,"0.99"
"Hallowed Be Thy Name (Live) [Non Album Bonus Track]",1211,"94",NULL,431262,7205816,"0.99"
"The Fugitive",1262,"99","Steve Harris",294112,11765888,"0.99"
"Hero",2826,"227",NULL,2713755,506896959,"1.99"
"D Note",174,"18",NULL,95738,3067064,"0.99"
"Show Me How to Live",86,"10","Audioslave/Chris Cornell",277890,6672176,"0.99"
"The Unforgiven",1804,"148","James Hetfield, Lars Ulrich and Kirk Hammett",387082,12646886,"0.99"
"Ainda É Cedo",1687,"140","Dado Villa-Lobos/Ico Ouro-Preto/Marcelo Bonfá",236826,7796400,"0.99"
"Homem Primata (Vinheta)",2797,"224","Titãs",34168,1124909,"0.99"
"Dream Of Mirrors",1362,"109","Janick Gers/Steve Harris",578324,23134336,"0.99"
"Please Mr. Postman",115,"12","Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett",137639,2206986,"0.99"
"Alexander the Great",1384,"111","Steve Harris",515631,12377742,"0.99"
"Música Ambiente",1676,"139","Renato Russo",247614,8234388,"0.99"
"Land Of Sunshine",935,"75",NULL,223921,7353567,"0.99"
"Blue Rythm Fantasy",625,"51",NULL,348212,11204006,"0.99"
"Natália",1671,"139","Renato Russo",235728,7640230,"0.99"
"Crossroads",895,"72","Clapton/Robert Johnson Arr: Eric Clapton",253335,8273540,"0.99"
"Deixa",657,"52",NULL,179826,5932799,"0.99"
"Communication Breakdown(2)",343,"30","Jimmy Page/John Bonham/John Paul Jones",161149,5261022,"0.99"
"Heading Out To The Highway (Live)",1550,"125",NULL,276427,9006022,"0.99"
"Pristina",934,"74","Bill Gould/Mike Patton",232698,7497361,"0.99"
"Two Steps Behind [Acoustic Version]",830,"67",NULL,259787,8523388,"0.99"
"Rindo À Toa",978,"78",NULL,222066,7365321,"0.99"
"Arc",2191,"180","Pearl Jam",65593,2099421,"0.99"
"You've Been A Long Time Coming",1776,"146","Brian Holland/Eddie Holland/Lamont Dozier",137221,4437949,"0.99"
"Morro Da Casa Verde 2001",371,"32",NULL,284708,9718778,"0.99"
"Set The Ray To Jerry",2484,"201","Billy Corgan",249364,8215184,"0.99"
"Dig-Dig, Lambe-Lambe (Ao Vivo)",323,"29","Cassiano Costa/Cintia Maviane/J.F./Lucas Costa",205479,6892516,"0.99"
"Estrela (Live)",1094,"86",NULL,285309,9436411,"0.99"
"Twist And Shout",114,"12","Bert Russell/Phil Medley",161123,2582553,"0.99"
"Speed Of Light",2618,"212","Billy Duffy/Bob Rock/Ian Astbury",262817,8563352,"0.99"
"Hero Of The Day",1844,"151","James Hetfield, Lars Ulrich, Kirk Hammett",261982,8540298,"0.99"
"Prince Charming",1870,"153","Hetfield, Ulrich",365061,12009412,"0.99"
"She'll Never Be Your Man",3379,"270","Chris Cornell",204078,3355715,"0.99"
"Staring At The Sun",2979,"236","Bono, The Edge, Adam Clayton, and Larry Mullen",276924,9082838,"0.99"
"Victim Of Change (Live)",1560,"125",NULL,430942,14067512,"0.99"
"Wasted Years",1380,"111","Adrian Smith",307565,7384358,"0.99"
"You Fool No One (Alternate Version)",623,"50","Blackmore/Coverdale/Lord/Paice",763924,24887209,"0.99"
"That's The Way",1584,"127","Robert Plant",343431,11248455,"0.99"
"When Evening Falls",465,"38",NULL,298135,9863942,"0.99"
"Esse Cara",216,"21","Caetano Veloso",223111,7217126,"0.99"
"Oi, La",3129,"247",NULL,167053,5562700,"0.99"
"Panis Et Circenses",534,"42","Caetano Veloso - Gilberto Gil",125152,4069688,"0.99"
"Crazy",34,"5","Steven Tyler, Joe Perry, Desmond Child",316656,10402398,"0.99"
"Out Of Sight",1417,"115","Ted Wright",143725,4711323,"0.99"
"Deuce",441,"37","Gene Simmons",185077,6097210,"0.99"
"Breed",2000,"163","Kurt Cobain",208378,6759080,"0.99"
"Rios Pontes & Overdrives",271,"25",NULL,286720,9659152,"0.99"
"Snowballed",9,"1","Angus Young, Malcolm Young, Brian Johnson",203102,6599424,"0.99"
"Song For Lorraine",2526,"204","Jay Beckenstein",240091,8101723,"0.99"
"Hemp Family",2251,"184",NULL,205923,6806900,"0.99"
"Coronation Drop",636,"51",NULL,176222,5899898,"0.99"
"Onde Você Mora?",299,"27","Marisa Monte/Nando Reis",298396,10056970,"0.99"
"Gimmie Shelters",2678,"217","Jagger/Richards",382119,12528764,"0.99"
"Midnight",2383,"194","Anthony Kiedis, Flea, John Frusciante, and Chad Smith",295810,9702450,"0.99"
"When Love Comes To Town",3015,"238","U2",258194,8479525,"0.99"
"Nós (Ao Vivo)",736,"57",NULL,193828,6498661,"0.99"
"Tea For One",1661,"136","Jimmy Page/Robert Plant",566752,18475264,"0.99"
"Bate Lata",328,"29","Fábio Nolasco/Gal Sales/Ivan Brasil",206733,7034985,"0.99"
"Luminous Times (Hold On To Love)",2958,"234","Brian Eno/U2",277760,9015513,"0.99"
"Cure",1846,"151","James Hetfield, Lars Ulrich",294347,9648615,"0.99"
"Sua Impossivel Chance",2805,"225","Nando Reis",246622,8073248,"0.99"
"Overdrive",1017,"81","Foo Fighters",270550,8793187,"0.99"
"Amazing",30,"5","Steven Tyler, Richie Supa",356519,11616195,"0.99"
"Midnight Cowboy",947,"75",NULL,251924,8242626,"0.99"
"Battlestar Galactica, Pt. 1",3226,"253",NULL,2952702,541359437,"1.99"
"Love Conquers All",803,"64","Blackmore, Glover, Turner",227186,7328516,"0.99"
"Put The Finger On You",6,"1","Angus Young, Malcolm Young, Brian Johnson",205662,6713451,"0.99"
"When The World Was Young",2114,"175","Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",373394,12198930,"0.99"
"Booze Cruise",3188,"250",NULL,1267958,252518021,"1.99"
"On A Plain",2013,"164","Kurt Cobain",196440,6390635,"0.99"
"Azul",871,"70","Djavan",253962,8381029,"0.99"
"E Vamos À Luta",510,"41",NULL,222406,7585112,"0.99"
"Canário Do Reino",2775,"223",NULL,139337,4552858,"0.99"
"Live To Win",1945,"160","Clarke/Kilmister/Taylor",217626,7102182,"0.99"
"Soldier Side - Intro",2554,"207","Dolmayan, John/Malakian, Daron/Odadjian, Shavo",63764,2056079,"0.99"
"Who Can It Be Now?",1796,"147",NULL,202396,6682850,"0.99"
"Jump",3070,"243","Edward Van Halen, Alex Van Halen, David Lee Roth",241711,7911090,"0.99"
"Walking On The Water",695,"55","J.C. Fogerty",281286,9302129,"0.99"
"Faraó Divindade Do Egito",2034,"166",NULL,228571,7523278,"0.99"
"Out On The Tiles",1640,"134","Jimmy Page, Robert Plant, John Bonham",246047,8060350,"0.99"
"Girl From A Pawnshop",2580,"209","Chris Robinson/Rich Robinson",404688,13250848,"0.99"
"Not The Doctor",48,"6","Alanis Morissette & Glenn Ballard",227631,7604601,"0.99"
"Mack The Knife",1054,"83","bert brecht/kurt weill/marc blitzstein",292075,9541052,"0.99"
"Lord Of The Flies",1396,"113","Janick Gers/Steve Harris",303699,12148864,"0.99"
"Mouth To Mouth",928,"74","Bill Gould/Jon Hudson/Mike Bordin/Mike Patton",228493,7505887,"0.99"
"Voce Nao Entende Nada - Cotidiano",519,"23",NULL,421982,13885612,"0.99"
"In Your Honor",989,"79","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",230191,7468463,"0.99"
"Love And Marriage",1042,"83","jimmy van heusen/sammy cahn",89730,2930596,"0.99"
"Rebelião",2456,"199","Chico Amaral/Samuel Rosa",298527,9817847,"0.99"
"Atrás Do Trio Elétrico",1733,"142",NULL,149080,4917615,"0.99"
"Maracatu Atômico [Atomic Version]",266,"24","Chico Science",273084,9019677,"0.99"
"Wicked Garden",2544,"206","D. DeLeo/R. DeLeo/Weiland",245368,7989505,"0.99"
"Cajueiro",2342,"191","Rodolfo",158589,5164837,"0.99"
"Like A Bird",146,"15",NULL,276532,9115657,"0.99"
"Goin' Blind",1564,"126","Gene Simmons, Stephen Coronel",217652,7167523,"0.99"
"Hey America",1424,"115","Addie William Jones/Nat Jones",218226,7187857,"0.99"
"Damage Case",1826,"149","Clarke/Farren/Kilmister/Tayler",220212,7212997,"0.99"
"Há Quanto Tempo",1524,"123",NULL,270027,9004470,"0.99"
"Sangue De Bairro",260,"24","Chico Science",132231,4415557,"0.99"
"Comatose",2167,"179","Mike McCready & Stone Gossard",139990,4574516,"0.99"
"Welcome To Paradise",471,"39","Billie Joe Armstrong -Words Green Day -Music",224208,7406008,"0.99"
"Bron-Y-Aur Stomp",1644,"134","Jimmy Page, Robert Plant, John Paul Jones",259500,8674508,"0.99"
"Parallel Universe",2392,"195","Red Hot Chili Peppers",270654,8958519,"0.99"
"Hand In My Pocket",41,"6","Alanis Morissette & Glenn Ballard",221570,7224246,"0.99"
"Rats",2212,"182","Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard",255425,8341934,"0.99"
"The Angel And The Gambler",1407,"114","Steve Harris",592744,23711872,"0.99"
"Go",2204,"182","Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard",193123,6351920,"0.99"
"So Fast, So Numb",2307,"189","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",252682,8341223,"0.99"
"Put Your Head Out",3302,"258","E. Schrody/L. Freese/L. Muggerud",182230,7291473,"0.99"
"Emerald",2729,"220","The Tea Party",289750,9543789,"0.99"
"I'm Coming Virginia",641,"51",NULL,280163,9209827,"0.99"
"The Magnificent Seven",2604,"211","The Clash",268486,8889821,"0.99"
"Country Feedback",2317,"187","Bill Berry/Michael Stipe/Mike Mills/Peter Buck",249782,8178943,"0.99"
"Pot-Pourri N.º 4",647,"52",NULL,392437,13125975,"0.99"
"Lilás",861,"69",NULL,274181,9049542,"0.99"
"Going To California",1616,"131","Jimmy Page, Robert Plant",215693,7068737,"0.99"
"Stir It Up (Live)",1090,"86",NULL,282409,9594738,"0.99"
"Petits Machins (Little Stuff)",613,"49","Miles Davis",487392,16131272,"0.99"
